Driver,Team,LapNumber,LapTime,Position,Stint,TyreLife,Compound,FreshTyre,TrackStatus,PitInTime,PitOutTime,IsAccurate,TrackTemp,AirTemp,Humidity,Rainfall,IsInLap,IsOutLap,IsSC,IsVSC,Year,StartingPosition,LapTimeDelta,LapTime_lag1,LapTime_lag2,LapTime_lag3,PaceVsMedian,FuelLoad,GroudEffectEra,IsRestartLap
VET,Ferrari,9.0,93.098,1.0,1.0,10.0,SOFT,False,1,,,True,52.8,26.9,39.5,False,False,False,False,False,2018,2.0,-0.20400000000000773,93.302,93.315,93.359,-2.6140000000000043,0.8269230769230769,False,False
VET,Ferrari,10.0,93.356,1.0,1.0,11.0,SOFT,False,1,,,True,52.7,26.9,39.8,False,False,False,False,False,2018,2.0,0.25799999999999557,93.098,93.302,93.315,-2.6720000000000113,0.8076923076923077,False,False
VET,Ferrari,11.0,93.687,1.0,1.0,12.0,SOFT,False,1,,,True,52.8,27.1,39.1,False,False,False,False,False,2018,2.0,0.33100000000000307,93.356,93.098,93.302,-1.8769999999999953,0.7884615384615384,False,False
VET,Ferrari,12.0,93.784,1.0,1.0,13.0,SOFT,False,1,,,True,53.1,27.2,39.2,False,False,False,False,False,2018,2.0,0.09700000000000841,93.687,93.356,93.098,-1.7479999999999905,0.7692307692307693,False,False
VET,Ferrari,13.0,93.98,1.0,1.0,14.0,SOFT,False,1,,,True,53.4,27.4,38.9,False,False,False,False,False,2018,2.0,0.19599999999999795,93.784,93.687,93.356,-1.725999999999999,0.75,False,False
VET,Ferrari,14.0,93.877,1.0,1.0,15.0,SOFT,False,1,,,True,52.1,27.2,39.2,False,False,False,False,False,2018,2.0,-0.10300000000000864,93.98,93.784,93.687,-1.8870000000000005,0.7307692307692307,False,False
VET,Ferrari,15.0,94.183,1.0,1.0,16.0,SOFT,False,1,,,True,52.4,27.4,39.3,False,False,False,False,False,2018,2.0,0.3060000000000116,93.877,93.98,93.784,-1.086999999999989,0.7115384615384616,False,False
VET,Ferrari,16.0,94.418,1.0,1.0,17.0,SOFT,False,1,,,True,53.0,27.7,38.7,False,False,False,False,False,2018,2.0,0.23499999999999943,94.183,93.877,93.98,-0.6359999999999957,0.6923076923076923,False,False
VET,Ferrari,17.0,94.055,1.0,1.0,18.0,SOFT,False,1,,,True,52.9,27.6,38.5,False,False,False,False,False,2018,2.0,-0.36299999999999955,94.418,94.183,93.877,-1.1869999999999976,0.6730769230769231,False,False
VET,Ferrari,18.0,94.352,1.0,1.0,19.0,SOFT,False,1,,,True,52.9,27.6,38.6,False,False,False,False,False,2018,2.0,0.29699999999999704,94.055,94.418,94.183,-0.8369999999999891,0.6538461538461539,False,False
VET,Ferrari,19.0,94.368,1.0,1.0,20.0,SOFT,False,12,,,True,52.6,27.2,39.2,False,False,False,False,False,2018,2.0,0.015999999999991132,94.352,94.055,94.418,-0.3930000000000007,0.6346153846153846,False,False
VET,Ferrari,20.0,93.745,1.0,1.0,21.0,SOFT,False,12,0 days 00:38:25.342000,,False,53.4,27.1,39.6,False,True,False,False,False,2018,2.0,-0.6229999999999905,94.368,94.352,94.055,-0.873500000000007,0.6153846153846154,False,False
VET,Ferrari,21.0,112.098,2.0,2.0,1.0,MEDIUM,True,21,,0 days 00:38:53.905000,False,53.1,27.5,38.5,False,False,True,False,False,2018,2.0,18.352999999999994,93.745,94.368,94.352,16.560000000000002,0.5961538461538461,False,False
VET,Ferrari,22.0,93.033,1.0,2.0,2.0,MEDIUM,True,1,,,True,53.1,27.6,39.0,False,False,False,False,False,2018,2.0,-19.064999999999998,112.098,93.745,94.368,-1.7879999999999967,0.5769230769230769,False,False
VET,Ferrari,23.0,92.856,1.0,2.0,3.0,MEDIUM,True,1,,,True,53.2,27.8,38.3,False,False,False,False,False,2018,2.0,-0.1770000000000067,93.033,112.098,93.745,-2.0335000000000036,0.5576923076923077,False,False
VET,Ferrari,24.0,93.129,1.0,2.0,4.0,MEDIUM,True,1,,,True,53.7,27.7,38.5,False,False,False,False,False,2018,2.0,0.27300000000001035,92.856,93.033,112.098,-1.5679999999999978,0.5384615384615384,False,False
VET,Ferrari,25.0,92.745,1.0,2.0,5.0,MEDIUM,True,1,,,True,53.8,28.0,37.1,False,False,False,False,False,2018,2.0,-0.38400000000000034,93.129,92.856,93.033,-1.9449999999999932,0.5192307692307693,False,False
VET,Ferrari,26.0,93.422,1.0,2.0,6.0,MEDIUM,True,1,,,True,53.5,27.8,37.8,False,False,False,False,False,2018,2.0,0.6769999999999925,92.745,93.129,92.856,-1.7445000000000022,0.5,False,False
VET,Ferrari,27.0,93.453,1.0,2.0,7.0,MEDIUM,True,1,,,True,53.6,27.9,37.5,False,False,False,False,False,2018,2.0,0.03100000000000591,93.422,92.745,93.129,-1.4214999999999947,0.4807692307692308,False,False
VET,Ferrari,28.0,93.033,1.0,2.0,8.0,MEDIUM,True,1,,,True,54.1,28.4,36.5,False,False,False,False,False,2018,2.0,-0.4200000000000017,93.453,93.422,92.745,-1.632000000000005,0.46153846153846156,False,False
VET,Ferrari,29.0,93.13,1.0,2.0,9.0,MEDIUM,True,1,,,True,54.1,28.6,36.1,False,False,False,False,False,2018,2.0,0.0969999999999942,93.033,93.453,93.422,-1.561000000000007,0.4423076923076923,False,False
VET,Ferrari,30.0,93.095,1.0,2.0,10.0,MEDIUM,True,1,,,True,52.1,27.5,38.9,False,False,False,False,False,2018,2.0,-0.03499999999999659,93.13,93.033,93.453,-1.4945000000000022,0.4230769230769231,False,False
VET,Ferrari,31.0,92.889,1.0,2.0,11.0,MEDIUM,True,1,,,True,53.2,27.6,38.7,False,False,False,False,False,2018,2.0,-0.20600000000000307,93.095,93.13,93.033,-1.879499999999993,0.40384615384615385,False,False
VET,Ferrari,32.0,93.175,1.0,2.0,12.0,MEDIUM,True,12,,,True,53.2,27.6,38.6,False,False,False,False,False,2018,2.0,0.28600000000000136,92.889,93.095,93.13,-14.280000000000001,0.38461538461538464,False,False
VET,Ferrari,33.0,114.144,1.0,2.0,13.0,MEDIUM,True,24,0 days 00:59:15.521000,,False,54.0,27.9,38.5,False,True,False,True,False,2018,2.0,20.96900000000001,93.175,92.889,93.095,-14.788999999999987,0.36538461538461536,False,False
VET,Ferrari,36.0,142.866,2.0,3.0,3.0,SOFT,True,4,,,False,49.4,27.6,38.4,False,False,False,True,False,2018,2.0,28.72200000000001,114.144,93.175,92.889,1.953000000000003,0.3076923076923077,False,True
VET,Ferrari,37.0,140.191,2.0,3.0,4.0,SOFT,True,41,,,False,47.9,27.2,39.6,False,False,False,True,False,2018,2.0,-2.6750000000000114,142.866,114.144,93.175,3.9679999999999893,0.28846153846153844,False,True
VET,Ferrari,38.0,91.906,2.0,3.0,5.0,SOFT,True,124,,,False,48.9,27.1,39.4,False,False,False,True,False,2018,2.0,-48.285,140.191,142.866,114.144,-9.174999999999997,0.2692307692307692,False,True
VET,Ferrari,40.0,144.933,2.0,3.0,7.0,SOFT,True,4,,,False,52.1,27.4,38.9,False,False,False,True,False,2018,2.0,53.02699999999999,91.906,140.191,142.866,0.05500000000000682,0.23076923076923078,False,True
VET,Ferrari,41.0,142.769,2.0,3.0,8.0,SOFT,True,41,,,False,51.9,27.4,39.2,False,False,False,True,False,2018,2.0,-2.1639999999999873,144.933,91.906,140.191,2.8859999999999957,0.21153846153846154,False,True
VET,Ferrari,42.0,91.75,2.0,3.0,9.0,SOFT,True,1,,,True,51.9,27.4,39.3,False,False,False,False,False,2018,2.0,-51.019000000000005,142.769,144.933,91.906,-3.378,0.19230769230769232,False,True
VET,Ferrari,43.0,91.534,2.0,3.0,10.0,SOFT,True,1,,,True,49.4,27.4,39.2,False,False,False,False,False,2018,2.0,-0.21599999999999397,91.75,142.769,144.933,-2.640999999999991,0.17307692307692307,False,False
VET,Ferrari,44.0,93.085,2.0,3.0,11.0,SOFT,True,1,,,True,48.8,27.4,39.2,False,False,False,False,False,2018,2.0,1.5509999999999877,91.534,91.75,142.769,-0.8830000000000098,0.15384615384615385,False,False
VET,Ferrari,45.0,92.19,2.0,3.0,12.0,SOFT,True,1,,,True,49.8,27.1,39.6,False,False,False,False,False,2018,2.0,-0.894999999999996,93.085,91.534,91.75,-1.8410000000000082,0.1346153846153846,False,False
VET,Ferrari,46.0,91.93,2.0,3.0,13.0,SOFT,True,12,,,True,50.2,27.3,39.0,False,False,False,False,False,2018,2.0,-0.2599999999999909,92.19,93.085,91.534,-2.1869999999999976,0.11538461538461539,False,False
VET,Ferrari,47.0,90.696,1.0,3.0,14.0,SOFT,True,21,,,True,51.0,27.4,38.8,False,False,False,False,False,2018,2.0,-1.2340000000000089,91.93,92.19,93.085,-3.0900000000000034,0.09615384615384616,False,False
VET,Ferrari,48.0,91.758,1.0,3.0,15.0,SOFT,True,12,,,True,50.5,27.7,38.1,False,False,False,False,False,2018,2.0,1.0619999999999976,90.696,91.93,92.19,-1.7105000000000103,0.07692307692307693,False,False
VET,Ferrari,49.0,91.193,1.0,3.0,16.0,SOFT,True,1,,,True,51.5,27.7,38.1,False,False,False,False,False,2018,2.0,-0.5649999999999977,91.758,90.696,91.93,-2.7310000000000088,0.057692307692307696,False,False
VET,Ferrari,50.0,91.116,1.0,3.0,17.0,SOFT,True,1,,,True,51.6,27.6,38.2,False,False,False,False,False,2018,2.0,-0.07699999999999818,91.193,91.758,90.696,-2.76700000000001,0.038461538461538464,False,False
VET,Ferrari,51.0,91.421,1.0,3.0,18.0,SOFT,True,1,,,True,51.8,27.6,37.3,False,False,False,False,False,2018,2.0,0.3050000000000068,91.116,91.193,91.758,-2.1994999999999862,0.019230769230769232,False,False
VET,Ferrari,52.0,91.594,1.0,3.0,19.0,SOFT,True,1,,,True,51.8,27.8,37.4,False,False,False,False,False,2018,2.0,0.1729999999999876,91.421,91.116,91.193,-2.1260000000000048,0.0,False,False
ALB,Toro Rosso,1.0,100.608,10.0,1.0,6.0,SOFT,False,1,,,False,32.2,19.0,63.2,False,False,False,False,False,2019,9.0,,,,,-0.3515000000000015,0.9807692307692307,False,False
ALB,Toro Rosso,2.0,94.078,10.0,1.0,7.0,SOFT,False,1,,,True,32.1,19.0,64.1,False,False,False,False,False,2019,9.0,-6.530000000000001,100.608,,,0.010500000000007503,0.9615384615384616,False,False
ALB,Toro Rosso,3.0,92.646,10.0,1.0,8.0,SOFT,False,1,,,True,31.7,19.1,62.3,False,False,False,False,False,2019,9.0,-1.4320000000000022,94.078,100.608,,-0.1110000000000042,0.9423076923076923,False,False
ALB,Toro Rosso,4.0,92.766,10.0,1.0,9.0,SOFT,False,1,,,True,31.5,19.3,61.5,False,False,False,False,False,2019,9.0,0.12000000000000455,92.646,94.078,100.608,-0.2914999999999992,0.9230769230769231,False,False
ALB,Toro Rosso,5.0,92.701,10.0,1.0,10.0,SOFT,False,1,,,True,31.5,19.0,60.4,False,False,False,False,False,2019,9.0,-0.06500000000001194,92.766,92.646,94.078,-0.023500000000012733,0.9038461538461539,False,False
ALB,Toro Rosso,6.0,92.893,10.0,1.0,11.0,SOFT,False,1,,,True,31.0,18.8,59.2,False,False,False,False,False,2019,9.0,0.19200000000000728,92.701,92.766,92.646,-0.1564999999999941,0.8846153846153846,False,False
ALB,Toro Rosso,7.0,93.155,10.0,1.0,12.0,SOFT,False,1,,,True,30.9,18.8,61.1,False,False,False,False,False,2019,9.0,0.26200000000000045,92.893,92.701,92.766,0.07099999999999795,0.8653846153846154,False,False
ALB,Toro Rosso,8.0,93.143,10.0,1.0,13.0,SOFT,False,1,,,True,31.3,18.8,61.5,False,False,False,False,False,2019,9.0,-0.012000000000000455,93.155,92.893,92.701,0.2259999999999991,0.8461538461538461,False,False
ALB,Toro Rosso,9.0,92.752,10.0,1.0,14.0,SOFT,False,1,,,True,31.3,18.7,61.1,False,False,False,False,False,2019,9.0,-0.39100000000000534,93.143,93.155,92.893,-0.11299999999999955,0.8269230769230769,False,False
ALB,Toro Rosso,10.0,92.576,10.0,1.0,15.0,SOFT,False,1,,,True,31.2,18.7,60.1,False,False,False,False,False,2019,9.0,-0.17600000000000193,92.752,93.143,93.155,0.01849999999998886,0.8076923076923077,False,False
ALB,Toro Rosso,11.0,92.725,10.0,1.0,16.0,SOFT,False,1,,,True,30.9,18.8,59.4,False,False,False,False,False,2019,9.0,0.1490000000000009,92.576,92.752,93.143,0.12349999999999284,0.7884615384615384,False,False
ALB,Toro Rosso,12.0,92.657,9.0,1.0,17.0,SOFT,False,1,,,True,31.6,18.7,58.8,False,False,False,False,False,2019,9.0,-0.06799999999999784,92.725,92.576,92.752,-0.0040000000000048885,0.7692307692307693,False,False
ALB,Toro Rosso,13.0,93.003,7.0,1.0,18.0,SOFT,False,1,0 days 00:53:18.701000,,False,32.4,18.6,60.3,False,True,False,False,False,2019,9.0,0.34600000000000364,92.657,92.725,92.576,0.07000000000000739,0.75,False,False
ALB,Toro Rosso,14.0,112.935,14.0,2.0,1.0,MEDIUM,True,1,,0 days 00:53:47.686000,False,33.1,18.9,59.9,False,False,True,False,False,2019,9.0,19.932000000000002,93.003,92.657,92.725,19.507000000000005,0.7307692307692307,False,False
ALB,Toro Rosso,15.0,92.044,13.0,2.0,2.0,MEDIUM,True,1,,,True,33.9,19.3,59.6,False,False,False,False,False,2019,9.0,-20.891000000000005,112.935,93.003,92.657,-0.21099999999999852,0.7115384615384616,False,False
ALB,Toro Rosso,16.0,91.719,13.0,2.0,3.0,MEDIUM,True,1,,,True,33.9,19.4,58.6,False,False,False,False,False,2019,9.0,-0.32500000000000284,92.044,112.935,93.003,-0.24200000000000443,0.6923076923076923,False,False
ALB,Toro Rosso,17.0,91.777,13.0,2.0,4.0,MEDIUM,True,1,,,True,34.3,19.4,59.4,False,False,False,False,False,2019,9.0,0.058000000000006935,91.719,92.044,112.935,-0.1909999999999883,0.6730769230769231,False,False
ALB,Toro Rosso,18.0,92.01,12.0,2.0,5.0,MEDIUM,True,1,,,True,33.9,19.1,60.1,False,False,False,False,False,2019,9.0,0.2330000000000041,91.777,91.719,92.044,0.21400000000001285,0.6538461538461539,False,False
ALB,Toro Rosso,19.0,92.159,10.0,2.0,6.0,MEDIUM,True,12,,,True,33.4,19.2,60.0,False,False,False,False,False,2019,9.0,0.1490000000000009,92.01,91.777,91.719,-0.07799999999998875,0.6346153846153846,False,False
ALB,Toro Rosso,20.0,125.106,10.0,2.0,7.0,MEDIUM,True,24,,,False,34.5,19.8,58.1,False,False,False,True,False,2019,9.0,32.94699999999999,92.159,92.01,91.777,1.6239999999999952,0.6153846153846154,False,False
ALB,Toro Rosso,21.0,129.724,9.0,2.0,8.0,MEDIUM,True,4,,,False,35.6,19.9,57.9,False,False,False,True,False,2019,9.0,4.617999999999995,125.106,92.159,92.01,0.5629999999999882,0.5961538461538461,False,True
ALB,Toro Rosso,22.0,107.851,9.0,2.0,9.0,MEDIUM,True,4,,,False,33.6,19.9,57.3,False,False,False,True,False,2019,9.0,-21.87299999999999,129.724,125.106,92.159,-8.995000000000005,0.5769230769230769,False,True
ALB,Toro Rosso,23.0,135.467,9.0,2.0,10.0,MEDIUM,True,41,,,False,33.6,19.9,58.5,False,False,False,True,False,2019,9.0,27.616000000000014,107.851,129.724,125.106,0.0,0.5576923076923077,False,True
ALB,Toro Rosso,24.0,94.712,9.0,2.0,11.0,MEDIUM,True,1,,,True,33.3,20.1,57.7,False,False,False,False,False,2019,9.0,-40.75500000000001,135.467,107.851,129.724,0.33899999999999864,0.5384615384615384,False,True
ALB,Toro Rosso,25.0,93.768,10.0,2.0,12.0,MEDIUM,True,1,,,True,33.3,20.1,58.4,False,False,False,False,False,2019,9.0,-0.9440000000000026,94.712,135.467,107.851,0.5289999999999964,0.5192307692307693,False,False
ALB,Toro Rosso,26.0,91.906,10.0,2.0,13.0,MEDIUM,True,12,,,True,34.2,20.1,57.7,False,False,False,False,False,2019,9.0,-1.8619999999999948,93.768,94.712,135.467,0.1810000000000116,0.5,False,False
ALB,Toro Rosso,27.0,91.765,10.0,2.0,14.0,MEDIUM,True,21,,,True,32.2,19.7,58.9,False,False,False,False,False,2019,9.0,-0.14100000000000534,91.906,93.768,94.712,0.0,0.4807692307692308,False,False
ALB,Toro Rosso,28.0,91.447,10.0,2.0,15.0,MEDIUM,True,1,,,True,31.4,19.6,59.1,False,False,False,False,False,2019,9.0,-0.31799999999999784,91.765,91.906,93.768,-0.028999999999996362,0.46153846153846156,False,False
ALB,Toro Rosso,29.0,91.784,10.0,2.0,16.0,MEDIUM,True,1,,,True,31.3,19.5,59.2,False,False,False,False,False,2019,9.0,0.3370000000000033,91.447,91.765,91.906,0.20600000000000307,0.4423076923076923,False,False
ALB,Toro Rosso,30.0,91.745,10.0,2.0,17.0,MEDIUM,True,1,,,True,30.8,19.5,58.9,False,False,False,False,False,2019,9.0,-0.03900000000000148,91.784,91.447,91.765,0.4210000000000065,0.4230769230769231,False,False
ALB,Toro Rosso,31.0,91.687,10.0,2.0,18.0,MEDIUM,True,1,,,True,30.6,19.5,58.8,False,False,False,False,False,2019,9.0,-0.058000000000006935,91.745,91.784,91.447,0.2669999999999959,0.40384615384615385,False,False
ALB,Toro Rosso,32.0,91.632,10.0,2.0,19.0,MEDIUM,True,1,,,True,30.5,19.5,58.8,False,False,False,False,False,2019,9.0,-0.05499999999999261,91.687,91.745,91.784,0.44899999999999807,0.38461538461538464,False,False
ALB,Toro Rosso,33.0,91.529,10.0,2.0,20.0,MEDIUM,True,1,,,True,30.5,19.5,57.8,False,False,False,False,False,2019,9.0,-0.10300000000000864,91.632,91.687,91.745,0.44599999999999795,0.36538461538461536,False,False
ALB,Toro Rosso,34.0,91.071,10.0,2.0,21.0,MEDIUM,True,1,,,True,30.2,19.6,57.2,False,False,False,False,False,2019,9.0,-0.4579999999999984,91.529,91.632,91.687,0.1419999999999959,0.34615384615384615,False,False
ALB,Toro Rosso,35.0,91.182,10.0,2.0,22.0,MEDIUM,True,1,,,True,29.8,19.6,57.9,False,False,False,False,False,2019,9.0,0.1110000000000042,91.071,91.529,91.632,0.6170000000000044,0.3269230769230769,False,False
ALB,Toro Rosso,36.0,90.973,9.0,2.0,23.0,MEDIUM,True,1,,,True,29.6,19.7,57.8,False,False,False,False,False,2019,9.0,-0.20900000000000318,91.182,91.071,91.529,0.0379999999999967,0.3076923076923077,False,False
ALB,Toro Rosso,37.0,91.338,9.0,2.0,24.0,MEDIUM,True,12,,,True,29.6,19.6,58.0,False,False,False,False,False,2019,9.0,0.3649999999999949,90.973,91.182,91.071,0.02599999999999625,0.28846153846153844,False,False
ALB,Toro Rosso,38.0,91.353,8.0,2.0,25.0,MEDIUM,True,1,,,True,29.1,19.4,58.6,False,False,False,False,False,2019,9.0,0.015000000000000568,91.338,90.973,91.182,0.0,0.2692307692307692,False,False
ALB,Toro Rosso,39.0,91.317,8.0,2.0,26.0,MEDIUM,True,1,,,True,28.7,19.0,60.4,False,False,False,False,False,2019,9.0,-0.036000000000001364,91.353,91.338,90.973,0.4889999999999901,0.25,False,False
ALB,Toro Rosso,40.0,91.264,8.0,2.0,27.0,MEDIUM,True,1,,,True,28.5,19.0,60.7,False,False,False,False,False,2019,9.0,-0.05299999999999727,91.317,91.353,91.338,0.44599999999999795,0.23076923076923078,False,False
ALB,Toro Rosso,41.0,91.44,8.0,2.0,28.0,MEDIUM,True,1,,,True,28.2,19.1,60.7,False,False,False,False,False,2019,9.0,0.17600000000000193,91.264,91.317,91.353,0.5789999999999935,0.21153846153846154,False,False
ALB,Toro Rosso,42.0,91.335,8.0,2.0,29.0,MEDIUM,True,1,,,True,28.2,19.0,61.5,False,False,False,False,False,2019,9.0,-0.10500000000000398,91.44,91.264,91.317,0.7009999999999934,0.19230769230769232,False,False
ALB,Toro Rosso,43.0,91.625,9.0,2.0,30.0,MEDIUM,True,1,,,True,27.7,18.8,61.9,False,False,False,False,False,2019,9.0,0.29000000000000625,91.335,91.44,91.264,1.152000000000001,0.17307692307692307,False,False
ALB,Toro Rosso,44.0,90.878,9.0,2.0,31.0,MEDIUM,True,1,,,True,27.7,18.7,62.3,False,False,False,False,False,2019,9.0,-0.7469999999999999,91.625,91.335,91.44,0.6149999999999949,0.15384615384615385,False,False
ALB,Toro Rosso,45.0,92.039,10.0,2.0,32.0,MEDIUM,True,1,,,True,27.7,18.8,62.5,False,False,False,False,False,2019,9.0,1.1610000000000014,90.878,91.625,91.335,2.1069999999999993,0.1346153846153846,False,False
ALB,Toro Rosso,46.0,90.872,10.0,2.0,33.0,MEDIUM,True,1,,,True,27.7,18.8,62.7,False,False,False,False,False,2019,9.0,-1.1670000000000016,92.039,90.878,91.625,0.3020000000000067,0.11538461538461539,False,False
ALB,Toro Rosso,47.0,91.308,10.0,2.0,34.0,MEDIUM,True,1,,,True,27.5,18.6,63.8,False,False,False,False,False,2019,9.0,0.43600000000000705,90.872,92.039,90.878,0.8910000000000053,0.09615384615384616,False,False
ALB,Toro Rosso,48.0,91.109,10.0,2.0,35.0,MEDIUM,True,1,,,True,27.5,18.7,63.6,False,False,False,False,False,2019,9.0,-0.19900000000001228,91.308,90.872,92.039,1.3619999999999948,0.07692307692307693,False,False
ALB,Toro Rosso,49.0,91.14,10.0,2.0,36.0,MEDIUM,True,1,,,True,27.5,18.7,62.7,False,False,False,False,False,2019,9.0,0.03100000000000591,91.109,91.308,90.872,1.2399999999999949,0.057692307692307696,False,False
ALB,Toro Rosso,50.0,91.195,10.0,2.0,37.0,MEDIUM,True,1,,,True,27.8,18.7,61.9,False,False,False,False,False,2019,9.0,0.05499999999999261,91.14,91.109,91.308,1.5030000000000001,0.038461538461538464,False,False
ALB,Toro Rosso,51.0,91.945,11.0,2.0,38.0,MEDIUM,True,1,,,True,27.8,18.9,62.1,False,False,False,False,False,2019,9.0,0.75,91.195,91.14,91.109,2.0349999999999966,0.019230769230769232,False,False
ALB,Toro Rosso,52.0,92.215,12.0,2.0,39.0,MEDIUM,True,1,,,True,28.0,19.0,61.1,False,False,False,False,False,2019,9.0,0.27000000000001023,91.945,91.195,91.14,2.179000000000002,0.0,False,False
BOT,Mercedes,1.0,94.461,1.0,1.0,6.0,MEDIUM,False,1,,,False,32.2,19.0,63.2,False,False,False,False,False,2019,1.0,,,,,-6.498500000000007,0.9807692307692307,False,False
BOT,Mercedes,2.0,91.644,1.0,1.0,7.0,MEDIUM,False,1,,,True,32.1,19.0,64.1,False,False,False,False,False,2019,1.0,-2.816999999999993,94.461,,,-2.42349999999999,0.9615384615384616,False,False
BOT,Mercedes,3.0,91.985,1.0,1.0,8.0,MEDIUM,False,1,,,True,31.7,19.1,62.3,False,False,False,False,False,2019,1.0,0.340999999999994,91.644,94.461,,-0.7720000000000056,0.9423076923076923,False,False
BOT,Mercedes,4.0,91.603,1.0,1.0,9.0,MEDIUM,False,1,,,True,31.7,19.0,62.3,False,False,False,False,False,2019,1.0,-0.382000000000005,91.985,91.644,94.461,-1.4545000000000101,0.9230769230769231,False,False
BOT,Mercedes,5.0,91.013,1.0,1.0,10.0,MEDIUM,False,1,,,True,31.5,19.0,60.4,False,False,False,False,False,2019,1.0,-0.5899999999999892,91.603,91.985,91.644,-1.711500000000001,0.9038461538461539,False,False
BOT,Mercedes,6.0,91.437,1.0,1.0,11.0,MEDIUM,False,1,,,True,31.3,19.0,59.7,False,False,False,False,False,2019,1.0,0.4239999999999924,91.013,91.603,91.985,-1.6124999999999972,0.8846153846153846,False,False
BOT,Mercedes,7.0,90.938,1.0,1.0,12.0,MEDIUM,False,1,,,True,30.9,18.8,61.1,False,False,False,False,False,2019,1.0,-0.4989999999999952,91.437,91.013,91.603,-2.146000000000001,0.8653846153846154,False,False
BOT,Mercedes,8.0,90.891,1.0,1.0,13.0,MEDIUM,False,1,,,True,31.1,18.7,61.6,False,False,False,False,False,2019,1.0,-0.046999999999997044,90.938,91.437,91.013,-2.0259999999999962,0.8461538461538461,False,False
BOT,Mercedes,9.0,91.41,1.0,1.0,14.0,MEDIUM,False,1,,,True,31.3,18.7,61.1,False,False,False,False,False,2019,1.0,0.5189999999999912,90.891,90.938,91.437,-1.4549999999999983,0.8269230769230769,False,False
BOT,Mercedes,10.0,90.725,1.0,1.0,15.0,MEDIUM,False,1,,,True,31.2,18.7,60.1,False,False,False,False,False,2019,1.0,-0.6850000000000023,91.41,90.891,90.938,-1.8325000000000102,0.8076923076923077,False,False
BOT,Mercedes,11.0,90.901,1.0,1.0,16.0,MEDIUM,False,1,,,True,30.9,18.8,59.4,False,False,False,False,False,2019,1.0,0.17600000000000193,90.725,91.41,90.891,-1.7005000000000052,0.7884615384615384,False,False
BOT,Mercedes,12.0,90.872,1.0,1.0,17.0,MEDIUM,False,1,,,True,31.6,18.7,58.8,False,False,False,False,False,2019,1.0,-0.028999999999996362,90.901,90.725,91.41,-1.7890000000000015,0.7692307692307693,False,False
BOT,Mercedes,13.0,90.741,1.0,1.0,18.0,MEDIUM,False,1,,,True,31.8,18.6,59.9,False,False,False,False,False,2019,1.0,-0.13100000000000023,90.872,90.901,90.725,-2.191999999999993,0.75,False,False
BOT,Mercedes,14.0,90.866,1.0,1.0,19.0,MEDIUM,False,1,,,True,33.1,18.9,59.9,False,False,False,False,False,2019,1.0,0.125,90.741,90.872,90.901,-2.5619999999999976,0.7307692307692307,False,False
BOT,Mercedes,15.0,90.631,1.0,1.0,20.0,MEDIUM,False,1,,,True,33.9,19.3,59.1,False,False,False,False,False,2019,1.0,-0.23499999999999943,90.866,90.741,90.872,-1.6239999999999952,0.7115384615384616,False,False
BOT,Mercedes,16.0,90.63,1.0,1.0,21.0,MEDIUM,False,1,0 days 00:57:23.699000,,False,33.9,19.4,58.6,False,True,False,False,False,2019,1.0,-0.0010000000000047748,90.631,90.866,90.741,-1.331000000000003,0.6923076923076923,False,False
BOT,Mercedes,17.0,110.04,3.0,2.0,1.0,MEDIUM,True,1,,0 days 00:57:52.091000,False,34.2,19.3,59.2,False,False,True,False,False,2019,1.0,19.41000000000001,90.63,90.631,90.866,18.072000000000017,0.6730769230769231,False,False
BOT,Mercedes,18.0,90.344,3.0,2.0,2.0,MEDIUM,True,1,,,True,33.9,19.2,59.2,False,False,False,False,False,2019,1.0,-19.696000000000012,110.04,90.63,90.631,-1.4519999999999982,0.6538461538461539,False,False
BOT,Mercedes,19.0,90.624,3.0,2.0,3.0,MEDIUM,True,1,,,True,33.9,19.1,60.1,False,False,False,False,False,2019,1.0,0.28000000000000114,90.344,110.04,90.63,-1.6129999999999995,0.6346153846153846,False,False
BOT,Mercedes,20.0,107.865,3.0,2.0,4.0,MEDIUM,True,124,,,False,33.4,19.6,58.7,False,False,False,True,False,2019,1.0,17.241,90.624,90.344,110.04,-15.617000000000004,0.6153846153846154,False,False
BOT,Mercedes,21.0,142.673,2.0,2.0,5.0,MEDIUM,True,4,,,False,35.6,19.9,57.9,False,False,False,True,False,2019,1.0,34.80800000000001,107.865,90.624,90.344,13.512,0.5961538461538461,False,True
BOT,Mercedes,22.0,140.905,2.0,2.0,6.0,MEDIUM,True,4,,,False,33.6,19.9,57.3,False,False,False,True,False,2019,1.0,-1.7680000000000007,142.673,107.865,90.624,24.058999999999997,0.5769230769230769,False,True
BOT,Mercedes,23.0,140.43,2.0,2.0,7.0,MEDIUM,True,41,,,False,33.6,19.9,58.5,False,False,False,True,False,2019,1.0,-0.4749999999999943,140.905,142.673,107.865,4.962999999999994,0.5576923076923077,False,True
BOT,Mercedes,24.0,90.318,2.0,2.0,8.0,MEDIUM,True,1,,,True,33.3,20.1,57.7,False,False,False,False,False,2019,1.0,-50.11200000000001,140.43,140.905,142.673,-4.055000000000007,0.5384615384615384,False,True
