Driver,Team,LapNumber,LapTime,Position,Stint,TyreLife,Compound,FreshTyre,TrackStatus,PitInTime,PitOutTime,IsAccurate,TrackTemp,AirTemp,Humidity,Rainfall,Year,StartingPosition
GRO,Haas F1 Team,49.0,84.178,16.0,667,20.0,SOFT,False,1,,,True,44.0,28.7,59.7,False,2020,17.0
RAI,Alfa Romeo Racing,49.0,82.382,17.0,668,5.0,SOFT,True,1,,,True,43.2,28.7,60.2,False,2020,14.0
GIO,Alfa Romeo Racing,49.0,82.46,18.0,669,4.0,SOFT,True,1,,,True,43.2,28.7,60.2,False,2020,20.0
LAT,Williams,49.0,89.352,19.0,669,21.0,MEDIUM,True,1,0 days 01:43:59.129000,,False,43.2,28.7,60.2,False,2020,19.0
HAM,Mercedes,50.0,84.99,1.0,669,27.0,MEDIUM,True,1,0 days 01:43:03.936000,,False,44.0,28.7,59.7,False,2020,1.0
VER,Red Bull Racing,50.0,81.911,2.0,670,9.0,MEDIUM,True,1,,,True,44.0,28.7,59.7,False,2020,3.0
BOT,Mercedes,50.0,81.897,3.0,671,5.0,SOFT,False,1,,,True,44.0,28.7,59.7,False,2020,2.0
PER,Racing Point,50.0,83.904,4.0,671,21.0,MEDIUM,True,1,,,True,43.2,28.7,60.2,False,2020,4.0
VET,Ferrari,50.0,83.319,5.0,671,24.0,SOFT,False,1,,,True,43.2,28.7,60.2,False,2020,11.0
STR,Racing Point,50.0,83.027,6.0,672,11.0,SOFT,False,1,,,True,43.2,28.7,60.2,False,2020,5.0
SAI,McLaren,50.0,83.211,7.0,673,9.0,MEDIUM,True,1,,,True,43.2,28.7,60.2,False,2020,7.0
ALB,Red Bull Racing,50.0,83.059,8.0,673,11.0,MEDIUM,True,1,,,True,43.2,28.7,60.2,False,2020,6.0
GAS,AlphaTauri,50.0,83.838,9.0,674,8.0,MEDIUM,True,1,,,True,43.2,28.7,60.2,False,2020,10.0
NOR,McLaren,50.0,83.979,10.0,675,6.0,MEDIUM,True,1,,,True,43.2,28.7,60.2,False,2020,8.0
RIC,Renault,50.0,82.843,11.0,675,15.0,SOFT,True,1,,,True,42.8,28.8,59.6,False,2020,13.0
KVY,AlphaTauri,50.0,83.435,12.0,676,5.0,MEDIUM,True,1,,,True,42.8,28.8,59.6,False,2020,12.0
MAG,Haas F1 Team,50.0,83.935,13.0,676,23.0,MEDIUM,False,1,,,True,42.8,28.8,59.6,False,2020,16.0
OCO,Renault,50.0,83.579,14.0,677,16.0,SOFT,True,1,,,True,42.8,28.8,59.6,False,2020,15.0
RUS,Williams,50.0,84.058,15.0,678,15.0,MEDIUM,True,1,,,True,42.8,28.8,59.6,False,2020,18.0
GRO,Haas F1 Team,50.0,83.88,16.0,678,21.0,SOFT,False,1,,,True,42.8,28.8,59.6,False,2020,17.0
RAI,Alfa Romeo Racing,50.0,83.247,17.0,679,6.0,SOFT,True,1,,,True,42.8,28.8,59.6,False,2020,14.0
GIO,Alfa Romeo Racing,50.0,82.719,18.0,680,5.0,SOFT,True,1,,,True,42.8,28.8,59.6,False,2020,20.0
LAT,Williams,50.0,101.488,19.0,681,1.0,SOFT,True,1,,0 days 01:44:21.674000,False,42.8,28.8,59.6,False,2020,19.0
HAM,Mercedes,51.0,100.359,1.0,682,1.0,MEDIUM,True,1,,0 days 01:43:25.758000,False,43.2,28.7,60.2,False,2020,1.0
VER,Red Bull Racing,51.0,82.406,2.0,682,10.0,MEDIUM,True,1,,,True,42.8,28.8,59.6,False,2020,3.0
BOT,Mercedes,51.0,81.885,3.0,683,6.0,SOFT,False,1,,,True,42.8,28.8,59.6,False,2020,2.0
PER,Racing Point,51.0,83.772,4.0,683,22.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,4.0
VET,Ferrari,51.0,83.467,5.0,683,25.0,SOFT,False,1,,,True,42.9,28.7,60.1,False,2020,11.0
STR,Racing Point,51.0,83.201,6.0,684,12.0,SOFT,False,1,,,True,42.9,28.7,60.1,False,2020,5.0
SAI,McLaren,51.0,84.418,7.0,685,10.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,7.0
ALB,Red Bull Racing,51.0,83.402,8.0,685,12.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,6.0
GAS,AlphaTauri,51.0,82.931,9.0,686,9.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,10.0
NOR,McLaren,51.0,82.894,10.0,687,7.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,8.0
RIC,Renault,51.0,82.464,11.0,687,16.0,SOFT,True,1,,,True,42.9,28.7,60.1,False,2020,13.0
KVY,AlphaTauri,51.0,83.896,12.0,688,6.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,12.0
MAG,Haas F1 Team,51.0,83.883,13.0,688,24.0,MEDIUM,False,1,,,True,42.9,28.7,60.1,False,2020,16.0
OCO,Renault,51.0,83.491,14.0,689,17.0,SOFT,True,1,,,True,42.9,28.7,60.1,False,2020,15.0
RUS,Williams,51.0,83.775,15.0,690,16.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,18.0
GRO,Haas F1 Team,51.0,84.878,16.0,690,22.0,SOFT,False,1,,,True,42.9,28.7,60.1,False,2020,17.0
RAI,Alfa Romeo Racing,51.0,82.927,17.0,691,7.0,SOFT,True,1,,,True,42.9,28.7,60.1,False,2020,14.0
GIO,Alfa Romeo Racing,51.0,82.663,18.0,692,6.0,SOFT,True,1,,,True,42.9,28.7,60.1,False,2020,20.0
LAT,Williams,51.0,82.384,19.0,693,2.0,SOFT,True,1,,,True,43.0,28.7,60.2,False,2020,19.0
HAM,Mercedes,52.0,80.274,1.0,694,2.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,1.0
VER,Red Bull Racing,52.0,81.562,2.0,694,11.0,MEDIUM,True,1,,,True,42.9,28.7,60.1,False,2020,3.0
BOT,Mercedes,52.0,81.616,3.0,695,7.0,SOFT,False,1,,,True,42.9,28.7,60.1,False,2020,2.0
PER,Racing Point,52.0,84.055,4.0,695,23.0,MEDIUM,True,1,,,True,43.0,28.7,60.2,False,2020,4.0
VET,Ferrari,52.0,83.356,5.0,695,26.0,SOFT,False,1,,,True,43.0,28.7,60.2,False,2020,11.0
STR,Racing Point,52.0,82.825,6.0,696,13.0,SOFT,False,1,,,True,43.0,28.7,60.2,False,2020,5.0
SAI,McLaren,52.0,82.824,7.0,697,11.0,MEDIUM,True,1,,,True,43.0,28.7,60.2,False,2020,7.0
ALB,Red Bull Racing,52.0,82.939,8.0,697,13.0,MEDIUM,True,1,,,True,43.0,28.7,60.2,False,2020,6.0
GAS,AlphaTauri,52.0,82.599,9.0,698,10.0,MEDIUM,True,1,,,True,43.0,28.7,60.2,False,2020,10.0
NOR,McLaren,52.0,83.175,10.0,699,8.0,MEDIUM,True,1,,,True,43.0,28.7,60.2,False,2020,8.0
RIC,Renault,52.0,84.511,11.0,699,17.0,SOFT,True,1,,,True,43.0,28.7,60.2,False,2020,13.0
KVY,AlphaTauri,52.0,82.879,12.0,700,7.0,MEDIUM,True,1,,,True,43.0,28.7,60.2,False,2020,12.0
MAG,Haas F1 Team,52.0,83.944,13.0,700,25.0,MEDIUM,False,1,,,True,42.9,28.8,59.9,False,2020,16.0
OCO,Renault,52.0,83.708,14.0,701,18.0,SOFT,True,1,,,True,42.9,28.8,59.9,False,2020,15.0
RUS,Williams,52.0,84.008,15.0,702,17.0,MEDIUM,True,1,,,True,42.9,28.8,59.9,False,2020,18.0
GRO,Haas F1 Team,52.0,83.721,16.0,702,23.0,SOFT,False,1,,,True,42.9,28.8,59.9,False,2020,17.0
RAI,Alfa Romeo Racing,52.0,82.924,17.0,703,8.0,SOFT,True,1,,,True,42.9,28.8,59.9,False,2020,14.0
GIO,Alfa Romeo Racing,52.0,83.133,18.0,704,7.0,SOFT,True,1,,,True,42.9,28.8,59.9,False,2020,20.0
LAT,Williams,52.0,83.014,19.0,705,3.0,SOFT,True,1,,,True,42.9,28.8,59.9,False,2020,19.0
HAM,Mercedes,53.0,80.892,1.0,706,3.0,MEDIUM,True,1,,,True,43.0,28.7,60.2,False,2020,1.0
VER,Red Bull Racing,53.0,81.477,2.0,706,12.0,MEDIUM,True,1,,,True,43.0,28.7,60.2,False,2020,3.0
BOT,Mercedes,53.0,81.698,3.0,707,8.0,SOFT,False,1,,,True,43.0,28.7,60.2,False,2020,2.0
PER,Racing Point,53.0,83.363,4.0,707,24.0,MEDIUM,True,1,,,True,42.9,28.8,59.9,False,2020,4.0
VET,Ferrari,53.0,85.144,5.0,707,27.0,SOFT,False,1,,,True,42.9,28.8,59.9,False,2020,11.0
STR,Racing Point,53.0,84.425,6.0,708,14.0,SOFT,False,1,,,True,42.9,28.8,59.9,False,2020,5.0
SAI,McLaren,53.0,83.001,7.0,709,12.0,MEDIUM,True,1,,,True,43.2,28.9,59.6,False,2020,7.0
ALB,Red Bull Racing,53.0,83.053,8.0,709,14.0,MEDIUM,True,1,,,True,43.2,28.9,59.6,False,2020,6.0
GAS,AlphaTauri,53.0,82.911,9.0,710,11.0,MEDIUM,True,1,,,True,43.2,28.9,59.6,False,2020,10.0
NOR,McLaren,53.0,83.131,10.0,711,9.0,MEDIUM,True,1,,,True,43.2,28.9,59.6,False,2020,8.0
RIC,Renault,53.0,82.515,11.0,711,18.0,SOFT,True,1,,,True,43.2,28.9,59.6,False,2020,13.0
KVY,AlphaTauri,53.0,82.74,12.0,712,8.0,MEDIUM,True,1,,,True,43.2,28.9,59.6,False,2020,12.0
MAG,Haas F1 Team,53.0,83.999,13.0,712,26.0,MEDIUM,False,1,,,True,43.2,28.9,59.6,False,2020,16.0
OCO,Renault,53.0,83.962,14.0,713,19.0,SOFT,True,1,,,True,43.2,28.9,59.6,False,2020,15.0
RUS,Williams,53.0,84.424,15.0,714,18.0,MEDIUM,True,1,,,True,43.2,28.9,59.6,False,2020,18.0
GRO,Haas F1 Team,53.0,83.543,16.0,714,24.0,SOFT,False,1,,,True,43.2,28.9,59.6,False,2020,17.0
RAI,Alfa Romeo Racing,53.0,82.921,17.0,715,9.0,SOFT,True,1,,,True,43.2,28.9,59.6,False,2020,14.0
GIO,Alfa Romeo Racing,53.0,83.104,18.0,716,8.0,SOFT,True,1,,,True,43.2,28.9,59.6,False,2020,20.0
LAT,Williams,53.0,82.937,19.0,717,4.0,SOFT,True,1,,,True,43.2,28.9,59.6,False,2020,19.0
HAM,Mercedes,54.0,80.901,1.0,718,4.0,MEDIUM,True,1,,,True,42.9,28.8,59.9,False,2020,1.0
VER,Red Bull Racing,54.0,81.485,2.0,718,13.0,MEDIUM,True,1,,,True,43.2,28.9,59.6,False,2020,3.0
BOT,Mercedes,54.0,81.765,3.0,719,9.0,SOFT,False,1,,,True,43.2,28.9,59.6,False,2020,2.0
PER,Racing Point,54.0,83.044,4.0,719,25.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,4.0
VET,Ferrari,54.0,83.434,5.0,719,28.0,SOFT,False,1,,,True,44.7,29.1,58.9,False,2020,11.0
STR,Racing Point,54.0,82.914,6.0,720,15.0,SOFT,False,1,,,True,44.7,29.1,58.9,False,2020,5.0
SAI,McLaren,54.0,82.848,7.0,721,13.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,7.0
ALB,Red Bull Racing,54.0,83.389,8.0,721,15.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,6.0
GAS,AlphaTauri,54.0,83.164,9.0,722,12.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,10.0
NOR,McLaren,54.0,82.682,10.0,723,10.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,8.0
RIC,Renault,54.0,82.595,11.0,723,19.0,SOFT,True,1,,,True,44.7,29.1,58.9,False,2020,13.0
KVY,AlphaTauri,54.0,83.042,12.0,724,9.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,12.0
MAG,Haas F1 Team,54.0,83.758,13.0,724,27.0,MEDIUM,False,1,,,True,44.7,29.1,58.9,False,2020,16.0
OCO,Renault,54.0,83.426,14.0,725,20.0,SOFT,True,1,,,True,44.7,29.1,58.9,False,2020,15.0
RUS,Williams,54.0,83.863,15.0,726,19.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,18.0
GRO,Haas F1 Team,54.0,84.251,16.0,726,25.0,SOFT,False,1,,,True,44.7,29.1,58.9,False,2020,17.0
RAI,Alfa Romeo Racing,54.0,83.36,17.0,727,10.0,SOFT,True,1,,,True,44.7,29.1,58.9,False,2020,14.0
GIO,Alfa Romeo Racing,54.0,83.201,18.0,728,9.0,SOFT,True,1,,,True,45.1,29.4,58.1,False,2020,20.0
LAT,Williams,54.0,82.882,19.0,729,5.0,SOFT,True,1,,,True,45.1,29.4,58.1,False,2020,19.0
HAM,Mercedes,55.0,81.22,1.0,730,5.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,1.0
VER,Red Bull Racing,55.0,81.852,2.0,730,14.0,MEDIUM,True,1,,,True,44.7,29.1,58.9,False,2020,3.0
BOT,Mercedes,55.0,81.541,3.0,731,10.0,SOFT,False,1,,,True,44.7,29.1,58.9,False,2020,2.0
PER,Racing Point,55.0,83.072,4.0,731,26.0,MEDIUM,True,1,,,True,45.1,29.4,58.1,False,2020,4.0
VET,Ferrari,55.0,83.76,5.0,731,29.0,SOFT,False,1,,,True,45.1,29.4,58.1,False,2020,11.0
STR,Racing Point,55.0,83.235,6.0,732,16.0,SOFT,False,1,,,True,45.1,29.4,58.1,False,2020,5.0
SAI,McLaren,55.0,82.803,7.0,733,14.0,MEDIUM,True,1,,,True,45.1,29.4,58.1,False,2020,7.0
ALB,Red Bull Racing,55.0,83.149,8.0,733,16.0,MEDIUM,True,1,,,True,45.1,29.4,58.1,False,2020,6.0
GAS,AlphaTauri,55.0,82.898,9.0,734,13.0,MEDIUM,True,1,,,True,45.1,29.4,58.1,False,2020,10.0
NOR,McLaren,55.0,84.977,10.0,735,11.0,MEDIUM,True,1,,,True,45.1,29.4,58.1,False,2020,8.0
RIC,Renault,55.0,82.816,11.0,735,20.0,SOFT,True,1,,,True,45.1,29.4,58.1,False,2020,13.0
KVY,AlphaTauri,55.0,84.64,12.0,736,10.0,MEDIUM,True,1,,,True,46.1,29.5,57.6,False,2020,12.0
MAG,Haas F1 Team,55.0,84.227,13.0,736,28.0,MEDIUM,False,1,,,True,46.1,29.5,57.6,False,2020,16.0
OCO,Renault,55.0,83.937,14.0,737,21.0,SOFT,True,1,,,True,46.1,29.5,57.6,False,2020,15.0
RUS,Williams,55.0,84.245,15.0,738,20.0,MEDIUM,True,1,,,True,46.1,29.5,57.6,False,2020,18.0
RAI,Alfa Romeo Racing,55.0,83.444,16.0,739,11.0,SOFT,True,1,,,True,46.1,29.5,57.6,False,2020,14.0
GRO,Haas F1 Team,55.0,85.197,17.0,739,26.0,SOFT,False,1,,,True,46.1,29.5,57.6,False,2020,17.0
GIO,Alfa Romeo Racing,55.0,82.961,18.0,740,10.0,SOFT,True,1,,,True,46.1,29.5,57.6,False,2020,20.0
LAT,Williams,55.0,82.901,19.0,741,6.0,SOFT,True,1,,,True,46.1,29.5,57.6,False,2020,19.0
HAM,Mercedes,56.0,81.446,1.0,742,6.0,MEDIUM,True,1,,,True,45.1,29.4,58.1,False,2020,1.0
VER,Red Bull Racing,56.0,81.638,2.0,742,15.0,MEDIUM,True,1,,,True,45.1,29.4,58.1,False,2020,3.0
BOT,Mercedes,56.0,81.666,3.0,743,11.0,SOFT,False,1,,,True,46.1,29.5,57.6,False,2020,2.0
PER,Racing Point,56.0,85.184,4.0,743,27.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,4.0
STR,Racing Point,56.0,82.024,5.0,744,17.0,SOFT,False,1,,,True,46.0,29.6,57.9,False,2020,5.0
VET,Ferrari,56.0,84.557,6.0,744,30.0,SOFT,False,1,,,True,46.0,29.6,57.9,False,2020,11.0
SAI,McLaren,56.0,82.941,7.0,745,15.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,7.0
ALB,Red Bull Racing,56.0,83.162,8.0,745,17.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,6.0
GAS,AlphaTauri,56.0,85.021,9.0,746,14.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,10.0
NOR,McLaren,56.0,82.392,10.0,747,12.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,8.0
RIC,Renault,56.0,82.795,11.0,747,21.0,SOFT,True,1,,,True,46.0,29.6,57.9,False,2020,13.0
KVY,AlphaTauri,56.0,82.644,12.0,748,11.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,12.0
OCO,Renault,56.0,83.674,13.0,748,22.0,SOFT,True,1,,,True,46.0,29.6,57.9,False,2020,15.0
MAG,Haas F1 Team,56.0,85.883,14.0,748,29.0,MEDIUM,False,1,,,True,46.0,29.6,57.9,False,2020,16.0
RUS,Williams,56.0,84.022,15.0,749,21.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,18.0
RAI,Alfa Romeo Racing,56.0,83.641,16.0,750,12.0,SOFT,True,1,,,True,46.0,29.6,57.9,False,2020,14.0
GRO,Haas F1 Team,56.0,83.739,17.0,750,27.0,SOFT,False,1,,,True,46.0,29.6,57.9,False,2020,17.0
GIO,Alfa Romeo Racing,56.0,83.198,18.0,751,11.0,SOFT,True,1,,,True,46.0,29.6,57.9,False,2020,20.0
LAT,Williams,56.0,83.194,19.0,752,7.0,SOFT,True,1,,,True,46.1,29.9,57.2,False,2020,19.0
HAM,Mercedes,57.0,81.498,1.0,753,7.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,1.0
VER,Red Bull Racing,57.0,82.045,2.0,753,16.0,MEDIUM,True,1,,,True,46.0,29.6,57.9,False,2020,3.0
BOT,Mercedes,57.0,81.698,3.0,754,12.0,SOFT,False,1,,,True,46.0,29.6,57.9,False,2020,2.0
PER,Racing Point,57.0,82.988,4.0,754,28.0,MEDIUM,True,1,,,True,46.1,29.9,57.2,False,2020,4.0
STR,Racing Point,57.0,82.736,5.0,755,18.0,SOFT,False,1,,,True,46.1,29.9,57.2,False,2020,5.0
VET,Ferrari,57.0,83.56,6.0,755,31.0,SOFT,False,1,,,True,46.1,29.9,57.2,False,2020,11.0
SAI,McLaren,57.0,83.086,7.0,756,16.0,MEDIUM,True,1,,,True,46.1,29.9,57.2,False,2020,7.0
ALB,Red Bull Racing,57.0,85.165,8.0,756,18.0,MEDIUM,True,1,,,True,46.1,29.9,57.2,False,2020,6.0
GAS,AlphaTauri,57.0,82.914,9.0,757,15.0,MEDIUM,True,1,,,True,46.1,29.9,57.2,False,2020,10.0
NOR,McLaren,57.0,83.203,10.0,758,13.0,MEDIUM,True,1,,,True,46.1,29.9,57.2,False,2020,8.0
RIC,Renault,57.0,84.81,11.0,758,22.0,SOFT,True,1,,,True,46.1,29.9,57.2,False,2020,13.0
KVY,AlphaTauri,57.0,82.993,12.0,759,12.0,MEDIUM,True,1,,,True,46.1,29.9,57.2,False,2020,12.0
OCO,Renault,57.0,82.82,13.0,759,23.0,SOFT,True,1,,,True,47.2,30.0,56.9,False,2020,15.0
MAG,Haas F1 Team,57.0,84.075,14.0,759,30.0,MEDIUM,False,1,,,True,47.2,30.0,56.9,False,2020,16.0
RUS,Williams,57.0,85.274,15.0,760,22.0,MEDIUM,True,1,,,True,47.2,30.0,56.9,False,2020,18.0
RAI,Alfa Romeo Racing,57.0,85.165,16.0,761,13.0,SOFT,True,1,,,True,47.2,30.0,56.9,False,2020,14.0
GRO,Haas F1 Team,57.0,84.637,17.0,761,28.0,SOFT,False,1,,,True,47.2,30.0,56.9,False,2020,17.0
GIO,Alfa Romeo Racing,57.0,83.166,18.0,762,12.0,SOFT,True,1,,,True,47.2,30.0,56.9,False,2020,20.0
LAT,Williams,57.0,82.59,19.0,763,8.0,SOFT,True,1,,,True,47.2,30.0,56.9,False,2020,19.0
HAM,Mercedes,58.0,81.379,1.0,764,8.0,MEDIUM,True,1,,,True,46.1,29.9,57.2,False,2020,1.0
VER,Red Bull Racing,58.0,81.779,2.0,764,17.0,MEDIUM,True,1,,,True,46.1,29.9,57.2,False,2020,3.0
BOT,Mercedes,58.0,81.713,3.0,765,13.0,SOFT,False,1,,,True,46.1,29.9,57.2,False,2020,2.0
PER,Racing Point,58.0,82.515,4.0,765,29.0,MEDIUM,True,1,,,True,47.2,30.0,56.9,False,2020,4.0
STR,Racing Point,58.0,82.406,5.0,766,19.0,SOFT,False,1,,,True,47.2,30.0,56.9,False,2020,5.0
VET,Ferrari,58.0,83.695,6.0,766,32.0,SOFT,False,1,,,True,47.2,30.0,56.9,False,2020,11.0
SAI,McLaren,58.0,83.522,7.0,767,17.0,MEDIUM,True,1,,,True,47.2,30.0,56.9,False,2020,7.0
ALB,Red Bull Racing,58.0,82.966,8.0,767,19.0,MEDIUM,True,1,,,True,47.3,30.0,57.2,False,2020,6.0
GAS,AlphaTauri,58.0,83.372,9.0,768,16.0,MEDIUM,True,1,,,True,47.3,30.0,57.2,False,2020,10.0
NOR,McLaren,58.0,83.529,10.0,769,14.0,MEDIUM,True,1,,,True,47.3,30.0,57.2,False,2020,8.0
RIC,Renault,58.0,82.76,11.0,769,23.0,SOFT,True,1,,,True,47.3,30.0,57.2,False,2020,13.0
KVY,AlphaTauri,58.0,82.823,12.0,770,13.0,MEDIUM,True,1,,,True,47.3,30.0,57.2,False,2020,12.0
OCO,Renault,58.0,83.239,13.0,770,24.0,SOFT,True,1,,,True,47.3,30.0,57.2,False,2020,15.0
MAG,Haas F1 Team,58.0,84.267,14.0,770,31.0,MEDIUM,False,1,,,True,47.3,30.0,57.2,False,2020,16.0
RAI,Alfa Romeo Racing,58.0,82.047,15.0,771,14.0,SOFT,True,1,,,True,47.3,30.0,57.2,False,2020,14.0
RUS,Williams,58.0,85.234,16.0,771,23.0,MEDIUM,True,1,,,True,47.3,30.0,57.2,False,2020,18.0
GRO,Haas F1 Team,58.0,84.757,17.0,771,29.0,SOFT,False,1,,,True,47.3,30.0,57.2,False,2020,17.0
GIO,Alfa Romeo Racing,58.0,83.572,18.0,772,13.0,SOFT,True,1,,,True,47.3,30.0,57.2,False,2020,20.0
LAT,Williams,58.0,82.741,19.0,773,9.0,SOFT,True,1,,,True,47.3,30.0,57.2,False,2020,19.0
HAM,Mercedes,59.0,80.964,1.0,774,9.0,MEDIUM,True,1,,,True,47.2,30.0,56.9,False,2020,1.0
VER,Red Bull Racing,59.0,81.57,2.0,774,18.0,MEDIUM,True,1,,,True,47.2,30.0,56.9,False,2020,3.0
BOT,Mercedes,59.0,81.754,3.0,775,14.0,SOFT,False,1,,,True,47.3,30.0,57.2,False,2020,2.0
PER,Racing Point,59.0,82.952,4.0,775,30.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,4.0
STR,Racing Point,59.0,82.355,5.0,776,20.0,SOFT,False,1,,,True,47.8,30.1,57.2,False,2020,5.0
SAI,McLaren,59.0,81.771,6.0,777,18.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,7.0
VET,Ferrari,59.0,85.977,7.0,777,33.0,SOFT,False,1,,,True,47.8,30.1,57.2,False,2020,11.0
ALB,Red Bull Racing,59.0,83.124,8.0,778,20.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,6.0
GAS,AlphaTauri,59.0,83.478,9.0,779,17.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,10.0
NOR,McLaren,59.0,84.952,10.0,780,15.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,8.0
RIC,Renault,59.0,82.944,11.0,780,24.0,SOFT,True,1,,,True,47.8,30.1,57.2,False,2020,13.0
KVY,AlphaTauri,59.0,82.815,12.0,781,14.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,12.0
OCO,Renault,59.0,83.025,13.0,781,25.0,SOFT,True,1,,,True,47.8,30.1,57.2,False,2020,15.0
MAG,Haas F1 Team,59.0,84.382,14.0,781,32.0,MEDIUM,False,1,,,True,47.8,30.1,57.2,False,2020,16.0
RAI,Alfa Romeo Racing,59.0,83.088,15.0,782,15.0,SOFT,True,1,,,True,47.8,30.1,57.2,False,2020,14.0
RUS,Williams,59.0,84.412,16.0,782,24.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,18.0
GIO,Alfa Romeo Racing,59.0,83.844,17.0,783,14.0,SOFT,True,1,,,True,47.6,30.2,57.1,False,2020,20.0
GRO,Haas F1 Team,59.0,86.454,18.0,783,30.0,SOFT,False,1,,,True,47.6,30.2,57.1,False,2020,17.0
LAT,Williams,59.0,82.491,19.0,784,10.0,SOFT,True,1,,,True,47.6,30.2,57.1,False,2020,19.0
HAM,Mercedes,60.0,81.223,1.0,785,10.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,1.0
VER,Red Bull Racing,60.0,82.184,2.0,785,19.0,MEDIUM,True,1,,,True,47.8,30.1,57.2,False,2020,3.0
BOT,Mercedes,60.0,81.821,3.0,786,15.0,SOFT,False,1,,,True,47.8,30.1,57.2,False,2020,2.0
PER,Racing Point,60.0,83.169,4.0,786,31.0,MEDIUM,True,1,,,True,47.6,30.2,57.1,False,2020,4.0
STR,Racing Point,60.0,82.639,5.0,787,21.0,SOFT,False,1,,,True,47.6,30.2,57.1,False,2020,5.0
SAI,McLaren,60.0,82.595,6.0,788,19.0,MEDIUM,True,1,,,True,47.6,30.2,57.1,False,2020,7.0
VET,Ferrari,60.0,84.14,7.0,788,34.0,SOFT,False,1,,,True,47.6,30.2,57.1,False,2020,11.0
ALB,Red Bull Racing,60.0,83.558,8.0,789,21.0,MEDIUM,True,1,,,True,47.6,30.2,57.1,False,2020,6.0
GAS,AlphaTauri,60.0,84.873,9.0,790,18.0,MEDIUM,True,1,,,True,47.6,30.2,57.1,False,2020,10.0
NOR,McLaren,60.0,83.014,10.0,791,16.0,MEDIUM,True,1,,,True,47.6,30.2,57.1,False,2020,8.0
RIC,Renault,60.0,82.861,11.0,791,25.0,SOFT,True,1,,,True,47.6,30.2,57.1,False,2020,13.0
KVY,AlphaTauri,60.0,82.873,12.0,792,15.0,MEDIUM,True,1,,,True,47.6,30.2,57.1,False,2020,12.0
OCO,Renault,60.0,83.023,13.0,792,26.0,SOFT,True,1,,,True,47.6,30.1,57.1,False,2020,15.0
RAI,Alfa Romeo Racing,60.0,82.025,14.0,793,16.0,SOFT,True,1,,,True,47.6,30.1,57.1,False,2020,14.0
MAG,Haas F1 Team,60.0,85.281,15.0,793,33.0,MEDIUM,False,1,,,True,47.6,30.1,57.1,False,2020,16.0
RUS,Williams,60.0,84.478,16.0,794,25.0,MEDIUM,True,1,,,True,47.6,30.1,57.1,False,2020,18.0
GIO,Alfa Romeo Racing,60.0,83.931,17.0,795,15.0,SOFT,True,1,,,True,47.6,30.1,57.1,False,2020,20.0
GRO,Haas F1 Team,60.0,84.419,18.0,795,31.0,SOFT,False,1,,,True,47.6,30.1,57.1,False,2020,17.0
LAT,Williams,60.0,82.03,19.0,796,11.0,SOFT,True,1,,,True,47.6,30.1,57.1,False,2020,19.0
HAM,Mercedes,61.0,81.397,1.0,797,11.0,MEDIUM,True,1,,,True,47.6,30.2,57.1,False,2020,1.0
VER,Red Bull Racing,61.0,81.904,2.0,797,20.0,MEDIUM,True,1,,,True,47.6,30.2,57.1,False,2020,3.0
BOT,Mercedes,61.0,81.934,3.0,798,16.0,SOFT,False,1,,,True,47.6,30.2,57.1,False,2020,2.0
